name,year,total_population,median_contract_rent,median_home_value,price_to_rent
"Deerfield Beach, Florida",2016,79769,997,158500,13.248077566031425
"Deerfield Beach, Florida",2017,79754,1156,155900,11.238465974625145
"Deerfield Beach, Florida",2018,80572,1140,165100,12.068713450292401
"Deerfield Beach, Florida",2019,80854,1211,165100,11.361134048995321
"Clearwater, Florida",2010,106064,762,174000,19.02887139107612
"Clearwater, Florida",2011,107697,776,166200,17.8479381443299
"Clearwater, Florida",2012,107774,740,142300,16.024774774774773
"Clearwater, Florida",2013,108732,778,151300,16.206083976006855
"Clearwater, Florida",2014,109705,739,152800,17.230491655390168
"Clearwater, Florida",2015,110709,810,148300,15.257201646090536
"Clearwater, Florida",2016,112979,835,173600,17.325349301397207
"Clearwater, Florida",2017,114351,802,190900,19.835827098919367
"Clearwater, Florida",2018,115501,826,207200,20.903954802259886
"Clearwater, Florida",2019,116484,917,218600,19.865503453289712
"Sunrise, Florida",2010,89731,1124,175400,13.004151838671412
"Sunrise, Florida",2011,84717,1124,156800,11.625148279952553
"Sunrise, Florida",2012,85990,1061,128100,10.061262959472195
"Sunrise, Florida",2013,88859,1088,127100,9.734987745098039
"Sunrise, Florida",2014,90133,1082,122100,9.403881700554527
"Sunrise, Florida",2015,91256,1194,151200,10.552763819095476
"Sunrise, Florida",2016,92706,1202,175600,12.174154187465337
"Sunrise, Florida",2017,93723,1358,173000,10.616102110947473
"Sunrise, Florida",2018,94313,1538,200500,10.863675769397485
"Sunrise, Florida",2019,95461,1380,203000,12.258454106280196
"Davie, Florida",2010,91717,982,225000,19.093686354378818
"Davie, Florida",2011,92290,1060,194400,15.283018867924529
"Davie, Florida",2012,93686,1001,201700,16.791541791541793
"Davie, Florida",2013,95492,1073,211300,16.410375893134514
"Davie, Florida",2014,96818,1021,169100,13.801828272935033
"Davie, Florida",2015,98905,1092,218400,16.666666666666668
"Davie, Florida",2016,100894,1178,234400,16.58177702320317
"Davie, Florida",2017,101857,1224,273700,18.634259259259263
"Davie, Florida",2018,105146,1306,281200,17.942827973455845
"Davie, Florida",2019,106565,1347,333100,20.60752289037367
"St. Petersburg, Florida",2010,244318,760,165800,18.17982456140351
"St. Petersburg, Florida",2011,244818,725,143300,16.471264367816094
"St. Petersburg, Florida",2012,244995,730,139200,15.89041095890411
"St. Petersburg, Florida",2013,246533,706,134800,15.91123701605288
"St. Petersburg, Florida",2014,249702,795,129800,13.60587002096436
"St. Petersburg, Florida",2015,253682,798,151000,15.76858813700919
"St. Petersburg, Florida",2016,257088,831,170000,17.04773365423185
"St. Petersburg, Florida",2017,260991,844,187600,18.522906793048975
"St. Petersburg, Florida",2018,263252,939,198400,17.607383741569052
"St. Petersburg, Florida",2019,265100,973,220700,18.902021240150734
"Fort Lauderdale, Florida",2010,184906,881,276000,26.1066969353008
"Fort Lauderdale, Florida",2011,166039,924,232600,20.977633477633482
"Fort Lauderdale, Florida",2012,168527,856,237800,23.15031152647975
"Fort Lauderdale, Florida",2013,170747,938,223400,19.847192608386642
"Fort Lauderdale, Florida",2014,172374,945,259500,22.88359788359789
"Fort Lauderdale, Florida",2015,176018,924,278900,25.153318903318905
"Fort Lauderdale, Florida",2016,178587,1068,308200,24.048064918851434
"Fort Lauderdale, Florida",2017,178764,1064,325300,25.477756892230566
"Fort Lauderdale, Florida",2018,180071,1118,329500,24.560226595110315
"Fort Lauderdale, Florida",2019,182611,1126,360000,26.64298401420959
"Pembroke Pines, Florida",2010,146625,1178,224700,15.895585738539898
"Pembroke Pines, Florida",2011,155252,1184,215600,15.174549549549553
"Pembroke Pines, Florida",2012,157612,1170,190100,13.539886039886039
"Pembroke Pines, Florida",2013,160292,1188,173900,12.198372615039279
"Pembroke Pines, Florida",2014,162333,1318,214400,13.555892766818411
"Pembroke Pines, Florida",2015,164625,1293,218600,14.088682650167568
"Pembroke Pines, Florida",2016,166624,1309,249500,15.883626177743823
"Pembroke Pines, Florida",2017,168587,1298,266900,17.135336414997433
"Pembroke Pines, Florida",2018,170703,1261,300600,19.865186360031718
"Pembroke Pines, Florida",2019,172387,1363,302900,18.51919784788457
"Boca Raton, Florida",2010,86433,1135,393400,28.883994126284875
"Boca Raton, Florida",2011,84604,1214,347800,23.87424492037342
"Boca Raton, Florida",2012,85334,1276,340700,22.25052246603971
"Boca Raton, Florida",2013,87848,1261,346500,22.898493259318
"Boca Raton, Florida",2014,89409,1236,364100,24.548274002157502
"Boca Raton, Florida",2015,91321,1332,370100,23.15440440440441
"Boca Raton, Florida",2016,93226,1454,402100,23.04562127464466
"Boca Raton, Florida",2017,96115,1471,418100,23.685701336958985
"Boca Raton, Florida",2018,98153,1440,459200,26.574074074074073
"Boca Raton, Florida",2019,99241,1663,474100,23.75726598516737
"Largo, Florida",2011,77663,739,106500,12.009472259810554
"Largo, Florida",2012,77720,729,92900,10.619570187471425
"Largo, Florida",2013,77871,736,82300,9.31838768115942
"Largo, Florida",2014,78415,755,87900,9.701986754966887
"Largo, Florida",2015,79028,746,91700,10.243521000893654
"Largo, Florida",2016,81007,779,105500,11.285836542575955
"Largo, Florida",2017,83077,833,123600,12.364945978391356
"Largo, Florida",2018,84768,880,129500,12.263257575757574
"Largo, Florida",2019,85008,952,138800,12.149859943977587
"Boynton Beach, Florida",2017,75569,1320,206100,13.011363636363635
"Boynton Beach, Florida",2018,77704,1359,200200,12.276183468236447
"Boynton Beach, Florida",2019,78038,1287,224900,14.562289562289562
"Brandon, Florida",2010,90757,789,180000,19.011406844106464
"Brandon, Florida",2011,102939,846,153500,15.120173364854214
"Brandon, Florida",2012,106312,891,138500,12.9536101758324
"Brandon, Florida",2013,101167,890,131700,12.331460674157304
"Brandon, Florida",2014,115318,922,144900,13.09652928416486
"Brandon, Florida",2015,105125,955,157700,13.760907504363002
"Brandon, Florida",2016,113968,972,165700,14.206104252400547
"Brandon, Florida",2017,109582,1048,170900,13.589376590330787
"Brandon, Florida",2018,121190,1095,183400,13.957382039573819
"Brandon, Florida",2019,119778,1191,210600,14.73551637279597
"Palm Coast, Florida",2011,77473,849,168500,16.53906556733412
"Palm Coast, Florida",2012,79538,861,153000,14.808362369337981
"Palm Coast, Florida",2013,79980,857,146300,14.225982108129132
"Palm Coast, Florida",2014,79378,885,158900,14.962335216572509
"Palm Coast, Florida",2015,82388,861,159300,15.418118466898953
"Palm Coast, Florida",2016,82121,945,175200,15.449735449735448
"Palm Coast, Florida",2017,88337,1014,198700,16.329717291255754
"Palm Coast, Florida",2018,88394,1101,215300,16.29579170451105
"Palm Coast, Florida",2019,87617,1050,219600,17.428571428571427
"Kendall, Florida",2010,75790,1144,286600,20.877039627039625
"Kendall, Florida",2011,82561,1065,293200,22.94209702660407
"Kendall, Florida",2012,75893,1081,284700,21.9472710453284
"Kendall, Florida",2013,75640,1139,286500,20.961369622475857
"Kendall, Florida",2015,79143,1196,250000,17.41917502787068
"Kendall, Florida",2016,76466,1281,387500,25.20817069997398
"Kendall, Florida",2017,77619,1227,363900,24.71475142624287
"Kendall, Florida",2019,75979,1437,372200,21.58431918348412
"The Villages, Florida",2019,77609,1623,269300,13.827274594372561
"Sandy Springs, Georgia",2010,85619,799,442100,46.109720483938254
"Sandy Springs, Georgia",2011,94441,786,409800,43.44783715012723
"Sandy Springs, Georgia",2012,96859,755,404100,44.60264900662251
"Sandy Springs, Georgia",2013,99423,818,405100,41.26935615321924
"Sandy Springs, Georgia",2014,99769,824,430900,43.57807443365696
"Sandy Springs, Georgia",2015,101914,893,395400,36.89809630459126
"Sandy Springs, Georgia",2016,105347,1014,415000,34.10585141354372
"Sandy Springs, Georgia",2017,105720,1049,453200,36.00254210359072
"Sandy Springs, Georgia",2018,106742,1165,499200,35.708154506437765
"Sandy Springs, Georgia",2019,108798,1184,505800,35.599662162162154
"Roswell, Georgia",2010,87724,806,311600,32.216708023159626
"Roswell, Georgia",2011,88908,819,291700,29.68050468050468
"Roswell, Georgia",2012,91165,743,274300,30.76491700314042
"Roswell, Georgia",2013,93683,788,290900,30.763536379018607
"Roswell, Georgia",2014,94029,819,283700,28.866503866503862
"Roswell, Georgia",2015,94073,893,308400,28.77939529675252
"Roswell, Georgia",2016,94496,961,332700,28.850156087408948
"Roswell, Georgia",2017,94592,1069,345400,26.925475522294974
"Roswell, Georgia",2018,94792,1098,367900,27.921979356405586
"Roswell, Georgia",2019,94648,1122,409600,30.42186571598336
"Macon-Bibb County, Georgia",2015,155023,542,122000,18.757687576875764
"Macon-Bibb County, Georgia",2016,154608,542,118800,18.26568265682657
"Macon-Bibb County, Georgia",2017,153925,554,117000,17.59927797833935
"Macon-Bibb County, Georgia",2018,153621,579,117300,16.882556131260795
"Macon-Bibb County, Georgia",2019,153490,604,116500,16.073399558498895
"Albany, Georgia",2011,78971,470,92900,16.47163120567376
"Albany, Georgia",2012,78701,467,95400,17.023554603854393
"Albany, Georgia",2013,79150,468,104200,18.55413105413105
"Albany, Georgia",2014,76151,465,97300,17.43727598566308
"Nampa, Idaho",2010,81236,597,136300,19.025683975432717
"Nampa, Idaho",2011,81781,645,124100,16.03359173126615
"Nampa, Idaho",2012,82759,583,91100,13.021726700971985
"Nampa, Idaho",2013,83932,561,101300,15.047534165181224
"Nampa, Idaho",2014,86514,640,109800,14.296875
"Nampa, Idaho",2015,88208,656,123200,15.650406504065039
"Nampa, Idaho",2016,89850,686,132900,16.144314868804663
"Nampa, Idaho",2017,91375,684,142900,17.409844054580898
"Nampa, Idaho",2018,93585,768,171100,18.565538194444443
"Nampa, Idaho",2019,96245,721,177500,20.515487748497453
"Elgin, Illinois",2010,107163,743,209800,23.530731269627644
"Elgin, Illinois",2011,108273,753,193400,21.403275785745908
"Elgin, Illinois",2012,116108,774,170700,18.378552971576227
"Elgin, Illinois",2013,109290,853,162700,15.894880812817506
"Elgin, Illinois",2014,108694,850,157900,15.480392156862745
"Elgin, Illinois",2015,116548,883,171000,16.138165345413366
"Elgin, Illinois",2016,111076,872,172100,16.446865443425075
"Elgin, Illinois",2017,114521,916,179100,16.293668122270738
"Elgin, Illinois",2018,114459,868,189000,18.145161290322573
"Elgin, Illinois",2019,110893,869,196300,18.82431914077484
"Decatur, Illinois",2011,76268,465,83500,14.96415770609319
"Decatur, Illinois",2013,76346,505,77500,12.788778877887788
"Evanston, Illinois",2010,77869,944,371100,32.759533898305094
"Evanston, Illinois",2013,75420,1114,360900,26.99730700179533
"Evanston, Illinois",2014,75579,1116,329700,24.619175627240143
"Evanston, Illinois",2015,75657,1170,335900,23.924501424501425
"Evanston, Illinois",2016,75523,1186,401000,28.175941540191122
"Champaign, Illinois",2010,80288,684,155300,18.92056530214425
"Champaign, Illinois",2011,81164,611,156900,21.399345335515548
"Champaign, Illinois",2012,81296,743,152800,17.137729923732614
"Champaign, Illinois",2013,82509,680,141500,17.340686274509803
"Champaign, Illinois",2014,83421,713,141500,16.538101916783546
"Champaign, Illinois",2015,84520,733,150100,17.06457480673033
"Champaign, Illinois",2016,86086,796,161200,16.87604690117253
"Champaign, Illinois",2017,86649,748,162000,18.048128342245988
"Champaign, Illinois",2018,87426,744,173400,19.422043010752688
"Champaign, Illinois",2019,88033,773,163600,17.63691246226822
"Carmel, Indiana",2011,76771,843,286300,28.301700276789244
"Carmel, Indiana",2012,78354,877,291100,27.66058532877233
"Carmel, Indiana",2013,80060,920,293600,26.59420289855073
"Carmel, Indiana",2014,81756,941,297300,26.32837407013815
"Carmel, Indiana",2015,83474,967,297600,25.64632885211996
"Carmel, Indiana",2016,85367,971,304400,26.12427051150017
"Carmel, Indiana",2017,86940,981,306500,26.036357458375807
"Carmel, Indiana",2018,88595,1001,320400,26.673326673326674
"Carmel, Indiana",2019,90163,1060,330600,25.990566037735853
"Gary, Indiana",2010,95499,535,68600,10.685358255451712
"Gary, Indiana",2011,80840,547,59600,9.079829372333943
"Gary, Indiana",2012,80125,546,73700,11.24847374847375
"Gary, Indiana",2013,75611,536,59600,9.266169154228855
"Gary, Indiana",2014,75375,573,61200,8.900523560209422
"Gary, Indiana",2016,77354,606,68000,9.350935093509351
"Gary, Indiana",2018,76430,590,66900,9.44915254237288
"Overland Park, Kansas",2010,174928,777,226900,24.33504933504933
"Overland Park, Kansas",2011,173909,737,224800,25.41836273179557
"Overland Park, Kansas",2012,176182,760,222600,24.407894736842106
"Overland Park, Kansas",2013,178941,812,221900,22.77298850574713
"Overland Park, Kansas",2014,181273,828,228500,22.99718196457327
"Overland Park, Kansas",2015,184524,854,235000,22.93130366900859
"Overland Park, Kansas",2016,186511,864,249000,24.016203703703702
"Overland Park, Kansas",2017,188955,960,264900,22.99479166666667
"Overland Park, Kansas",2018,191263,933,270800,24.187209717756343
"Overland Park, Kansas",2019,192525,976,293500,25.059767759562842
"Topeka, Kansas",2010,124351,496,95400,16.028225806451616
"Topeka, Kansas",2011,127727,491,95200,16.157501697216567
"Topeka, Kansas",2012,128194,510,92300,15.081699346405227
"Topeka, Kansas",2013,127942,526,95400,15.114068441064642
"Topeka, Kansas",2014,127702,526,95800,15.177439797211662
"Topeka, Kansas",2015,127223,583,97800,13.979416809605489
"Topeka, Kansas",2016,127257,570,102800,15.029239766081872
"Topeka, Kansas",2017,126812,583,107900,15.423098913664953
"Topeka, Kansas",2018,126588,614,97300,13.205754614549404
"Topeka, Kansas",2019,125908,645,109700,14.17312661498708
"Olathe, Kansas",2010,121945,697,194800,23.290291726446675
"Olathe, Kansas",2011,126256,680,192200,23.553921568627448
"Olathe, Kansas",2012,127902,700,194200,23.119047619047624
"Olathe, Kansas",2013,130031,705,191300,22.61229314420804
"Olathe, Kansas",2014,131903,683,197000,24.03611517813568
"Olathe, Kansas",2015,133059,780,203800,21.773504273504273
"Olathe, Kansas",2016,134316,758,207700,22.83421284080915
"Olathe, Kansas",2017,135474,742,217300,24.404761904761905
"Olathe, Kansas",2018,137500,779,239100,25.577663671373557
"Olathe, Kansas",2019,139588,823,256300,25.95180234912921
"Lafayette, Louisiana",2010,114918,637,166800,21.821036106750395
"Lafayette, Louisiana",2011,120871,579,172100,24.76971790443293
"Lafayette, Louisiana",2012,122128,649,171900,22.07241910631741
"Lafayette, Louisiana",2013,122749,636,171200,22.431865828092235
"Lafayette, Louisiana",2014,124282,678,165000,20.28023598820059
"Lafayette, Louisiana",2015,126068,666,179300,22.434934934934937
"Lafayette, Louisiana",2016,127661,685,186100,22.639902676399032
"Lafayette, Louisiana",2017,127625,688,193900,23.4859496124031
"Lafayette, Louisiana",2018,126847,683,193000,23.54807223035627
"Lafayette, Louisiana",2019,126149,768,208100,22.58029513888889
"Germantown, Maryland",2011,84847,1234,354500,23.9397622906537
"Germantown, Maryland",2012,85192,1318,341100,21.566767830045524
"Germantown, Maryland",2013,88039,1364,324100,19.800830889540567
"Germantown, Maryland",2014,89031,1382,307000,18.51181862035697
"Germantown, Maryland",2015,88717,1403,305200,18.12782133523402
"Germantown, Maryland",2016,89826,1411,308400,18.2140326009922
"Germantown, Maryland",2017,90494,1416,319000,18.773540489642183
"Germantown, Maryland",2018,91447,1435,326600,18.966318234610924
"Germantown, Maryland",2019,90844,1466,336500,19.128012733060483
"Worcester, Massachusetts",2010,182892,737,230100,26.01763907734057
"Worcester, Massachusetts",2011,181264,770,225100,24.361471861471863
"Worcester, Massachusetts",2012,181641,762,211200,23.09711286089239
"Worcester, Massachusetts",2013,182680,797,204900,21.424090338770387
"Worcester, Massachusetts",2014,182538,803,199300,20.682855956828558
"Worcester, Massachusetts",2015,183033,832,212700,21.30408653846154
"Worcester, Massachusetts",2016,184806,876,206300,19.625190258751907
"Worcester, Massachusetts",2017,184509,905,216000,19.889502762430944
"Worcester, Massachusetts",2018,185685,913,221600,20.22635998539613
"Worcester, Massachusetts",2019,185883,953,245200,21.441063308849248
"Springfield, Massachusetts",2010,155594,615,151700,20.555555555555557
"Springfield, Massachusetts",2011,153115,634,155600,20.4521556256572
"Springfield, Massachusetts",2012,153157,594,149400,20.959595959595962
"Springfield, Massachusetts",2013,153557,687,143600,17.418728772440566
"Springfield, Massachusetts",2014,153694,723,143400,16.528354080221302
"Springfield, Massachusetts",2015,153994,722,146900,16.955216989843027
"Springfield, Massachusetts",2016,154336,677,146700,18.057607090103396
"Springfield, Massachusetts",2017,154079,722,154300,17.80932594644506
"Springfield, Massachusetts",2018,154763,691,152200,18.355041003376748
"Springfield, Massachusetts",2019,155029,716,159200,18.528864059590315
"Cambridge, Massachusetts",2010,108776,1394,566100,33.84146341463415
"Cambridge, Massachusetts",2011,105337,1407,533300,31.58611703387823
"Cambridge, Massachusetts",2012,106039,1555,497200,26.64523043944266
"Cambridge, Massachusetts",2013,106456,1527,546800,29.84064614712945
"Cambridge, Massachusetts",2014,107276,1558,549200,29.37526743688489
"Cambridge, Massachusetts",2015,109699,1636,616700,31.41299918500407
"Cambridge, Massachusetts",2016,110402,1809,665000,30.63386769854432
"Cambridge, Massachusetts",2017,110644,1908,739800,32.31132075471698
"Cambridge, Massachusetts",2018,113631,2040,773200,31.58496732026144
"Cambridge, Massachusetts",2019,118967,2290,887800,32.30713245997089
"Brockton, Massachusetts",2010,93526,872,243200,23.241590214067287
"Brockton, Massachusetts",2011,93973,858,234600,22.785547785547784
"Brockton, Massachusetts",2012,94312,904,225900,20.82411504424779
"Brockton, Massachusetts",2013,94092,912,217200,19.84649122807017
"Brockton, Massachusetts",2014,94101,926,225200,20.266378689704823
"Brockton, Massachusetts",2015,94780,897,202200,18.784838350055736
"Brockton, Massachusetts",2016,95314,816,230600,23.54983660130719
"Brockton, Massachusetts",2017,95623,901,242300,22.41028486866445
"Brockton, Massachusetts",2018,95664,1031,264200,21.35467183963789
"Brockton, Massachusetts",2019,95781,1070,278400,21.682242990654206
"Quincy, Massachusetts",2010,91025,988,346800,29.251012145748987
"Quincy, Massachusetts",2011,92486,1052,347400,27.51901140684411
"Quincy, Massachusetts",2012,92914,1097,333300,25.319051959890608
"Quincy, Massachusetts",2013,93031,1092,341900,26.091269841269842
"Quincy, Massachusetts",2014,93490,1149,334300,24.245720916739195
"Quincy, Massachusetts",2015,93391,1208,361800,24.95860927152318
"Quincy, Massachusetts",2016,93629,1199,389700,27.085070892410346
"Quincy, Massachusetts",2017,93686,1334,413700,25.84332833583209
"Quincy, Massachusetts",2018,94165,1326,426200,26.784816490698844
"Quincy, Massachusetts",2019,94590,1440,461100,26.684027777777786
"Lynn, Massachusetts",2010,87525,788,272700,28.838832487309645
"Lynn, Massachusetts",2011,90511,845,248500,24.506903353057197
"Lynn, Massachusetts",2012,91035,813,245100,25.123001230012303
"Lynn, Massachusetts",2013,91247,822,252300,25.57785888077859
"Lynn, Massachusetts",2014,91595,905,253500,23.34254143646409
"Lynn, Massachusetts",2015,92137,839,255100,25.337703615415176
"Lynn, Massachusetts",2016,92459,991,272800,22.939791456441306
"Lynn, Massachusetts",2017,92708,971,293500,25.18880878819087
"Lynn, Massachusetts",2018,94064,981,336100,28.550798504926945
"Lynn, Massachusetts",2019,94655,1092,351500,26.82387057387057
"Fall River, Massachusetts",2010,90828,551,246500,37.280701754385966
"Fall River, Massachusetts",2011,88894,562,241100,35.7502965599051
"Fall River, Massachusetts",2012,88964,594,245200,34.39955106621773
"Fall River, Massachusetts",2013,88943,582,230500,33.004009163802976
"Fall River, Massachusetts",2014,88686,609,229700,31.43130815544609
"Fall River, Massachusetts",2015,88705,600,230600,32.02777777777778
"Fall River, Massachusetts",2016,88770,603,233000,32.20011055831952
"Fall River, Massachusetts",2017,88929,638,221900,28.98380355276907
"Fall River, Massachusetts",2018,89415,638,249300,32.56269592476489
"Fall River, Massachusetts",2019,89662,724,255600,29.419889502762427
"Somerville, Massachusetts",2010,76489,1173,453800,32.23927252060244
"Somerville, Massachusetts",2011,75900,1220,422200,28.83879781420765
"Somerville, Massachusetts",2012,76529,1279,436000,28.407610112066717
"Somerville, Massachusetts",2013,77112,1233,425300,28.74425520410922
"Somerville, Massachusetts",2014,78814,1363,454300,27.775739789679623
"Somerville, Massachusetts",2015,78903,1383,497200,29.95902627139069
"Somerville, Massachusetts",2016,80334,1549,555500,29.884871960404574
"Somerville, Massachusetts",2017,81324,1695,670300,32.95476892822025
"Somerville, Massachusetts",2018,81361,1614,666500,34.41243287897563
"Somerville, Massachusetts",2019,81568,1749,712900,33.96702877834953
"Lawrence, Massachusetts",2011,76526,752,221800,24.578900709219862
"Lawrence, Massachusetts",2012,76971,781,198600,21.19078104993598
"Lawrence, Massachusetts",2013,77321,841,218600,21.6607213634562
"Lawrence, Massachusetts",2014,77665,850,184000,18.039215686274517
"Lawrence, Massachusetts",2015,78192,849,221900,21.780526109148017
"Lawrence, Massachusetts",2016,80240,905,254800,23.462246777163905
"Lawrence, Massachusetts",2017,80216,870,250200,23.96551724137931
"Lawrence, Massachusetts",2018,80183,963,282300,24.428868120456904
"Lawrence, Massachusetts",2019,80370,960,319900,27.769097222222214
"Lansing, Michigan",2010,113389,578,98400,14.186851211072664
"Lansing, Michigan",2011,114017,595,89300,12.507002801120448
"Lansing, Michigan",2012,114738,585,82200,11.709401709401707
"Lansing, Michigan",2013,113488,590,76500,10.805084745762713
"Lansing, Michigan",2014,114113,592,73400,10.332207207207206
"Lansing, Michigan",2015,113659,626,75700,10.077209797657082
"Lansing, Michigan",2016,114110,633,75800,9.978936282253818
"Lansing, Michigan",2017,117400,640,79200,10.3125
"Lansing, Michigan",2018,115451,642,85700,11.124091381100726
"Lansing, Michigan",2019,117388,677,88500,10.893648449039881
"Livonia, Michigan",2010,89291,699,163800,19.527896995708154
"Livonia, Michigan",2011,96684,778,157800,16.902313624678662
"Livonia, Michigan",2012,95947,696,145100,17.37308429118774
"Livonia, Michigan",2013,95576,798,144100,15.048036758563075
"Livonia, Michigan",2014,95212,861,156900,15.185830429732865
"Livonia, Michigan",2015,94959,845,163700,16.143984220907303
"Livonia, Michigan",2016,94633,889,167200,15.673040869891265
"Livonia, Michigan",2017,94044,836,175600,17.503987240829346
"Livonia, Michigan",2018,94108,863,190000,18.346852066434924
"Livonia, Michigan",2019,93970,965,207900,17.953367875647672
"Kalamazoo, Michigan",2013,75092,581,90900,13.037865748709118
"Kalamazoo, Michigan",2014,75542,617,97200,13.128038897893033
"Kalamazoo, Michigan",2015,75909,615,89800,12.168021680216803
"Kalamazoo, Michigan",2016,76040,600,107000,14.861111111111107
"Kalamazoo, Michigan",2017,75988,626,98000,13.045793397231098
"Kalamazoo, Michigan",2018,75802,686,100500,12.208454810495628
"Kalamazoo, Michigan",2019,76557,687,111800,13.561377971858322
"Wyoming, Michigan",2016,75277,670,113600,14.129353233830845
"Wyoming, Michigan",2017,75560,702,112800,13.390313390313391
"Wyoming, Michigan",2018,75938,762,127500,13.943569553805776
"Wyoming, Michigan",2019,75812,779,134600,14.39880188275567
"Troy, Michigan",2010,80542,885,231000,21.751412429378533
"Troy, Michigan",2011,81037,859,209100,20.285215366705472
"Troy, Michigan",2012,81507,826,210200,21.206618240516544
"Troy, Michigan",2013,82211,893,203400,18.98096304591265
"Troy, Michigan",2014,82822,911,225700,20.645810464690808
"Troy, Michigan",2015,83120,954,248400,21.698113207547173
"Troy, Michigan",2016,83276,955,271800,23.717277486911
"Troy, Michigan",2017,83651,975,286800,24.512820512820515
"Troy, Michigan",2018,83826,1119,297600,22.16264521894549
"Troy, Michigan",2019,84259,1152,313200,22.65625
"Sterling Heights, Michigan",2010,127181,690,159800,19.29951690821256
"Sterling Heights, Michigan",2011,129734,685,144300,17.554744525547445
"Sterling Heights, Michigan",2012,129884,684,140900,17.16617933723197
"Sterling Heights, Michigan",2013,130414,739,129600,14.614343707713125
"Sterling Heights, Michigan",2014,131204,710,140400,16.47887323943662
"Sterling Heights, Michigan",2015,131729,798,157400,16.436925647451964
"Sterling Heights, Michigan",2016,132062,819,162400,16.524216524216527
"Sterling Heights, Michigan",2017,132442,826,173400,17.493946731234868
"Sterling Heights, Michigan",2018,132628,854,187800,18.32552693208431
"Sterling Heights, Michigan",2019,132967,911,204500,18.706549579216983
"Ann Arbor, Michigan",2010,112917,842,239200,23.67379255740301
"Ann Arbor, Michigan",2011,114101,847,225700,22.20582447855175
"Ann Arbor, Michigan",2012,114932,870,229200,21.95402298850575
"Ann Arbor, Michigan",2013,116128,937,220000,19.565990750622554
"Ann Arbor, Michigan",2014,117034,979,232300,19.77357848144365
"Ann Arbor, Michigan",2015,117759,999,247900,20.679012345679013
"Ann Arbor, Michigan",2016,117070,976,277500,23.693647540983605
"Ann Arbor, Michigan",2017,120777,1113,297700,22.289607666966162
"Ann Arbor, Michigan",2018,121461,1138,323400,23.68189806678383
"Ann Arbor, Michigan",2019,121885,1214,352900,24.22432729269632
"Farmington Hills, Michigan",2010,78687,758,220400,24.23043095866315
"Farmington Hills, Michigan",2011,79768,776,191400,20.554123711340207
"Farmington Hills, Michigan",2012,80255,807,193700,20.002065262288312
"Farmington Hills, Michigan",2013,80752,828,190700,19.192834138486308
"Farmington Hills, Michigan",2014,81293,904,194500,17.92957227138643
"Farmington Hills, Michigan",2015,81440,881,215800,20.41241013999243
"Farmington Hills, Michigan",2016,81332,889,234600,21.99100112485939
"Farmington Hills, Michigan",2017,81130,935,243500,21.70231729055259
"Farmington Hills, Michigan",2018,81048,1103,257000,19.41674221819281
"Farmington Hills, Michigan",2019,81103,989,275700,23.230535894843275
"Brooklyn Park, Minnesota",2011,75936,695,188800,22.6378896882494
"Brooklyn Park, Minnesota",2012,76830,744,181400,20.318100358422946
"Brooklyn Park, Minnesota",2013,77762,756,178800,19.70899470899471
"Brooklyn Park, Minnesota",2014,78373,783,173100,18.422733077905487
"Brooklyn Park, Minnesota",2015,78741,809,177900,18.325092707045734
"Brooklyn Park, Minnesota",2016,79150,845,192200,18.954635108481266
"Brooklyn Park, Minnesota",2017,79708,931,204700,18.32259219477265
"Brooklyn Park, Minnesota",2018,80573,877,227800,21.645762067654886
"Brooklyn Park, Minnesota",2019,80614,975,237000,20.256410256410245
"Plymouth, Minnesota",2015,75065,1066,322300,25.195434646654164
"Plymouth, Minnesota",2016,75928,1061,319700,25.10995915802701
"Plymouth, Minnesota",2017,77231,1165,335000,23.96280400572246
"Plymouth, Minnesota",2018,78388,1298,361900,23.234463276836166
"Plymouth, Minnesota",2019,79437,1250,370300,24.68666666666667
"St. Joseph, Missouri",2010,77552,495,100000,16.835016835016837
"St. Joseph, Missouri",2012,77095,489,97800,16.666666666666668
"St. Joseph, Missouri",2013,76523,539,97100,15.012368583797155
"St. Joseph, Missouri",2014,77845,559,98800,14.728682170542635
"St. Joseph, Missouri",2015,76529,515,104100,16.844660194174757
"St. Joseph, Missouri",2016,76096,589,104600,14.799094510469725
"St. Joseph, Missouri",2017,76506,535,113100,17.61682242990654
"St. Joseph, Missouri",2018,76643,591,108700,15.327129159616469
"St. Joseph, Missouri",2019,75437,562,123100,18.25326215895611
"O'Fallon, Missouri",2010,78863,738,202000,22.80939476061427
"O'Fallon, Missouri",2011,79565,700,209100,24.892857142857146
"O'Fallon, Missouri",2012,80534,799,190500,19.868585732165208
"O'Fallon, Missouri",2013,81983,835,185200,18.48303393213573
"O'Fallon, Missouri",2014,82802,879,182500,17.30185817216534
"O'Fallon, Missouri",2015,83999,843,199800,19.750889679715304
"O'Fallon, Missouri",2016,85032,850,201700,19.774509803921568
"O'Fallon, Missouri",2017,86276,898,224400,20.82405345211581
"O'Fallon, Missouri",2018,87578,888,228200,21.415165165165167
"O'Fallon, Missouri",2019,88464,976,238300,20.34665300546448
"Reno, Nevada",2010,219649,749,245000,27.258566978193148
"Reno, Nevada",2011,225818,731,219300,25.0
"Reno, Nevada",2012,227509,713,178200,20.82748948106592
"Reno, Nevada",2013,231004,717,178400,20.734542073454207
"Reno, Nevada",2014,233306,714,200400,23.38935574229692
"Reno, Nevada",2015,236995,748,232600,25.91354723707665
